date,company_id,company_name,stock_code,product_id,product_name,exposure_weight,weather_signal,sales_signal,cost_pressure_signal,market_confirmation_signal,combined_signal
2025-06-01,000333.SZ,美的集团,000333.SZ,fan,风扇,0.08,0.6918000000000001,0.021470000000000003,0.000528,0.5809230769230769,0.4368014954222488
2025-07-01,000333.SZ,美的集团,000333.SZ,fan,风扇,0.08,1.6746,0.02834095238095238,0.0010912,0.8400000000000001,1.3131454061713907
2025-06-01,000651.SZ,格力电器,000651.SZ,fan,风扇,0.03,0.259425,0.008051250000000001,0.000198,0.15723076923076926,-0.5252538794910597
2025-07-01,000651.SZ,格力电器,000651.SZ,fan,风扇,0.03,0.6279750000000001,0.010627857142857142,0.00040919999999999997,0.25861538461538464,-0.19449317205879862
2025-06-01,002959.SZ,小熊电器,002959.SZ,fan,风扇,0.04,0.34590000000000004,0.010735000000000001,0.000264,0.5713846153846155,-0.16686158203806267
2025-07-01,002959.SZ,小熊电器,002959.SZ,fan,风扇,0.04,0.8373,0.01417047619047619,0.0005456,0.7581538461538462,0.3001470138927217
2025-06-01,01810.HK,小米集团,01810.HK,fan,风扇,0.02,0.17295000000000002,0.005367500000000001,0.000132,0.3144615384615385,-0.5957448784876653
2025-07-01,01810.HK,小米集团,01810.HK,fan,风扇,0.02,0.41865,0.007085238095238095,0.0002728,0.0,-0.5677404034107744
